Kennziffer;Raumeinheit;Aggregat;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft
"13072113";"Warnkenhagen";"Gemeinden";"18.338,79";"20.943,36";"23.042,13";"26.272,60"
"13072114";"Warnow";"Gemeinden";"17.060,53";"19.664,72";"21.703,45";"25.088,66"
"13072116";"Wiendorf";"Gemeinden";"18.209,11";"20.969,36";"23.357,28";"27.435,73"
"13072117";"Wittenbeck";"Gemeinden";"19.038,87";"21.435,33";"23.586,52";"27.976,07"
"13072118";"Zarnewanz";"Gemeinden";"16.936,97";"19.209,76";"21.558,64";"25.285,07"
"13072119";"Zehna";"Gemeinden";"16.323,40";"18.478,47";"20.396,12";"24.127,26"
"13072120";"Zepelin";"Gemeinden";"16.958,75";"19.447,25";"21.276,72";"24.857,93"
"13072121";"Ziesendorf";"Gemeinden";"18.982,55";"21.945,87";"24.476,61";"27.939,09"
"13073001";"Ahrenshagen-Daskow";"Gemeinden";"17.087,24";"19.486,29";"21.745,65";"25.444,21"
"13073002";"Ahrenshoop, Ostseebad";"Gemeinden";"20.881,81";"23.653,04";"26.166,70";"30.862,22"
"13073003";"Altefähr";"Gemeinden";"19.694,08";"22.443,62";"25.039,48";"29.501,98"
"13073004";"Altenkirchen";"Gemeinden";"15.989,19";"17.802,96";"19.470,45";"22.383,90"
"13073005";"Altenpleen";"Gemeinden";"17.036,14";"19.550,62";"21.754,10";"25.313,95"
"13073006";"Baabe, Ostseebad";"Gemeinden";"19.263,81";"21.419,68";"23.725,31";"27.588,91"
"13073007";"Bad Sülze, Stadt";"Gemeinden";"18.333,05";"20.784,31";"22.746,41";"26.365,24"
"13073009";"Barth, Stadt";"Gemeinden";"17.312,76";"19.552,24";"21.438,34";"24.839,83"
"13073010";"Bergen auf Rügen, Stadt";"Gemeinden";"17.981,54";"20.361,86";"22.235,80";"25.792,16"
"13073011";"Binz, Ostseebad";"Gemeinden";"19.276,38";"21.772,18";"23.962,86";"27.955,31"
"13073012";"Born a. Darß";"Gemeinden";"19.351,23";"22.028,71";"24.088,69";"27.949,56"
"13073013";"Breege";"Gemeinden";"18.036,39";"20.782,51";"22.671,87";"26.638,07"
"13073014";"Buschvitz";"Gemeinden";"18.138,33";"20.441,13";"22.965,62";"26.826,71"
"13073015";"Dettmannsdorf";"Gemeinden";"17.297,89";"19.481,95";"21.847,07";"25.110,67"
"13073016";"Deyelsdorf";"Gemeinden";"16.565,25";"19.527,92";"21.449,25";"24.660,89"
"13073017";"Dierhagen, Ostseebad";"Gemeinden";"19.781,63";"22.734,81";"24.844,28";"28.442,98"
"13073018";"Divitz-Spoldershagen";"Gemeinden";"16.018,06";"18.312,49";"20.329,48";"23.604,57"
"13073019";"Dranske";"Gemeinden";"16.972,94";"19.237,05";"21.031,06";"24.235,35"
"13073020";"Drechow";"Gemeinden";"18.334,22";"20.713,31";"22.256,10";"25.632,92"
"13073021";"Dreschvitz";"Gemeinden";"15.088,96";"17.220,90";"19.170,82";"22.409,70"
"13073022";"Eixen";"Gemeinden";"16.109,81";"18.394,13";"20.461,75";"23.612,75"
"13073023";"Elmenhorst";"Gemeinden";"16.283,52";"18.417,14";"20.247,90";"24.199,78"
"13073024";"Franzburg, Stadt";"Gemeinden";"17.797,32";"20.333,52";"22.380,85";"25.658,57"
"13073025";"Fuhlendorf";"Gemeinden";"17.404,32";"19.938,19";"21.821,48";"25.688,02"
"13073027";"Garz/Rügen, Stadt";"Gemeinden";"17.310,08";"19.812,54";"21.993,32";"25.719,67"
"13073028";"Gingst";"Gemeinden";"17.332,71";"19.747,31";"21.699,02";"25.312,29"
"13073029";"Glewitz";"Gemeinden";"17.431,07";"20.080,29";"22.268,74";"26.310,83"
"13073030";"Glowe, Seebad";"Gemeinden";"19.324,02";"21.571,75";"24.325,80";"28.854,61"
"13073031";"Göhren, Ostseebad";"Gemeinden";"18.615,84";"20.444,62";"22.356,31";"26.068,02"
"13073032";"Grammendorf";"Gemeinden";"16.791,34";"19.105,01";"21.365,27";"25.116,30"
"13073033";"Gransebieth";"Gemeinden";"16.016,10";"18.675,52";"20.941,58";"24.074,84"
"13073034";"Gremersdorf-Buchholz";"Gemeinden";"15.284,95";"17.641,88";"19.591,77";"22.310,25"
"13073035";"Grimmen, Stadt";"Gemeinden";"18.532,46";"21.387,48";"23.246,75";"27.077,26"
"13073036";"Groß Kordshagen";"Gemeinden";"18.128,12";"20.915,07";"22.931,91";"27.044,85"
"13073037";"Groß Mohrdorf";"Gemeinden";"16.731,67";"19.481,56";"21.504,92";"25.532,06"
"13073038";"Gustow";"Gemeinden";"18.307,71";"21.084,99";"22.778,93";"26.871,46"
"13073039";"Hugoldsdorf";"Gemeinden";"15.658,88";"17.172,01";"18.231,72";"20.784,35"
"13073040";"Insel Hiddensee, Seebad";"Gemeinden";"18.204,30";"21.018,30";"22.840,10";"26.623,59"
"13073041";"Jakobsdorf";"Gemeinden";"16.776,26";"19.277,86";"21.622,34";"25.170,05"
"13073042";"Karnin";"Gemeinden";"17.601,48";"19.916,47";"22.128,18";"25.612,03"
"13073043";"Kenz-Küstrow";"Gemeinden";"17.222,63";"19.607,56";"21.832,55";"25.784,04"
"13073044";"Klausdorf";"Gemeinden";"18.218,47";"21.146,27";"23.460,85";"27.489,67"
"13073045";"Kluis";"Gemeinden";"17.032,33";"19.312,15";"21.362,96";"24.345,58"
"13073046";"Kramerhof";"Gemeinden";"17.625,49";"20.484,37";"22.906,09";"27.104,08"
"13073048";"Lancken-Granitz";"Gemeinden";"15.064,89";"17.484,29";"19.220,80";"22.354,29"
"13073049";"Lietzow";"Gemeinden";"16.229,21";"18.762,50";"20.653,03";"23.868,97"
"13073050";"Lindholz";"Gemeinden";"17.051,11";"19.285,34";"21.129,91";"24.802,98"
"13073051";"Löbnitz";"Gemeinden";"16.600,59";"19.105,10";"20.802,24";"24.632,59"
"13073052";"Lohme";"Gemeinden";"18.413,79";"21.183,04";"23.746,16";"27.698,83"
"13073053";"Lüdershagen";"Gemeinden";"17.733,69";"20.053,59";"22.081,54";"25.940,47"
"13073054";"Lüssow";"Gemeinden";"17.541,13";"20.277,80";"22.377,81";"25.815,23"
"13073055";"Marlow, Stadt";"Gemeinden";"17.953,75";"20.421,07";"22.669,01";"26.466,78"
"13073057";"Millienhagen-Oebelitz";"Gemeinden";"15.586,79";"17.863,99";"19.167,84";"22.323,29"
"13073059";"Neuenkirchen";"Gemeinden";"17.690,34";"20.234,19";"21.757,92";"25.799,99"
"13073060";"Niepars";"Gemeinden";"17.556,24";"20.276,28";"22.451,02";"26.171,11"
"13073061";"Pantelitz";"Gemeinden";"19.020,12";"21.815,14";"23.733,27";"27.764,74"
"13073062";"Papenhagen";"Gemeinden";"17.245,15";"20.093,77";"22.019,62";"25.816,24"
"13073063";"Parchtitz";"Gemeinden";"17.091,71";"19.557,85";"21.949,11";"25.531,38"
"13073064";"Patzig";"Gemeinden";"16.102,52";"18.677,74";"20.707,31";"24.143,95"
"13073065";"Poseritz";"Gemeinden";"18.376,00";"21.062,88";"22.847,30";"26.853,90"
"13073066";"Preetz";"Gemeinden";"17.330,11";"20.069,70";"22.566,08";"26.388,49"
"13073067";"Prerow, Ostseebad";"Gemeinden";"19.762,65";"22.475,09";"24.596,58";"28.473,58"
"13073068";"Prohn";"Gemeinden";"19.356,53";"22.320,39";"24.384,61";"28.284,16"
"13073069";"Pruchten";"Gemeinden";"18.823,96";"21.422,03";"23.351,21";"27.268,10"
"13073070";"Putbus, Stadt";"Gemeinden";"18.203,02";"20.909,75";"23.103,08";"26.971,06"
"13073071";"Putgarten";"Gemeinden";"18.514,71";"20.916,80";"22.990,61";"26.770,61"
"13073072";"Ralswiek";"Gemeinden";"16.256,68";"18.676,77";"20.400,17";"24.224,49"
"13073073";"Rambin";"Gemeinden";"18.047,11";"20.769,67";"22.990,29";"26.695,63"
"13073074";"Rappin";"Gemeinden";"16.263,21";"18.986,42";"21.341,54";"24.964,11"
"13073075";"Ribnitz-Damgarten, Bernsteinstadt";"Gemeinden";"18.471,78";"21.028,40";"23.134,63";"26.900,94"
"13073076";"Richtenberg, Stadt";"Gemeinden";"18.171,42";"20.610,95";"22.866,98";"26.266,81"
"13073077";"Saal";"Gemeinden";"16.411,77";"18.667,25";"20.778,13";"24.284,06"
"13073078";"Sagard";"Gemeinden";"16.628,49";"19.058,82";"20.898,86";"24.285,94"
"13073079";"Samtens";"Gemeinden";"16.425,99";"18.883,40";"20.894,41";"24.445,01"
"13073080";"Sassnitz, Stadt";"Gemeinden";"18.327,53";"20.817,78";"22.633,32";"26.398,47"
"13073081";"Schaprode";"Gemeinden";"18.197,74";"20.688,25";"22.622,98";"26.159,22"
"13073082";"Schlemmin";"Gemeinden";"18.055,21";"20.079,20";"21.908,79";"25.362,59"
"13073083";"Sehlen";"Gemeinden";"17.271,53";"20.065,16";"21.935,95";"25.673,04"
"13073084";"Sellin, Ostseebad";"Gemeinden";"17.165,58";"19.461,49";"21.340,84";"24.714,25"
"13073085";"Semlow";"Gemeinden";"16.050,08";"18.211,69";"20.369,95";"23.656,95"
"13073086";"Splietsdorf";"Gemeinden";"18.103,30";"20.383,73";"22.633,28";"26.771,20"
"13073087";"Steinhagen";"Gemeinden";"19.700,12";"22.907,78";"25.537,81";"29.747,88"
"13073088";"Stralsund, Hansestadt";"Gemeinden";"19.370,81";"21.411,30";"23.135,40";"26.710,42"
"13073089";"Süderholz";"Gemeinden";"17.596,46";"20.393,52";"22.399,88";"26.034,91"
"13073090";"Sundhagen";"Gemeinden";"17.652,59";"20.377,30";"22.496,11";"26.322,15"
"13073092";"Trent";"Gemeinden";"16.585,57";"18.887,32";"20.305,05";"23.509,04"
"13073093";"Tribsees, Stadt";"Gemeinden";"17.389,78";"19.925,16";"21.989,89";"25.632,77"
"13073094";"Trinwillershagen";"Gemeinden";"16.282,17";"18.845,62";"20.524,21";"23.726,32"
"13073095";"Ummanz";"Gemeinden";"17.313,36";"20.286,87";"22.674,43";"26.412,74"
"13073096";"Velgast";"Gemeinden";"16.795,52";"19.093,63";"21.121,15";"24.214,09"
"13073097";"Weitenhagen";"Gemeinden";"15.988,19";"18.073,98";"20.137,76";"23.492,79"
"13073098";"Wendisch Baggendorf";"Gemeinden";"16.125,63";"18.154,46";"19.849,92";"23.139,86"
"13073099";"Wendorf";"Gemeinden";"17.140,08";"19.986,11";"22.390,27";"25.884,16"
"13073100";"Wieck a. Darß";"Gemeinden";"19.261,60";"22.233,48";"24.829,92";"28.753,78"
"13073101";"Wiek";"Gemeinden";"17.689,06";"19.987,55";"21.789,13";"25.002,73"
"13073102";"Wittenhagen";"Gemeinden";"17.214,48";"19.758,65";"21.964,44";"25.780,74"
"13073103";"Wustrow, Ostseebad";"Gemeinden";"21.619,38";"24.512,41";"26.864,07";"31.591,20"
"13073104";"Zarrendorf";"Gemeinden";"18.171,33";"20.958,18";"23.223,59";"27.004,39"
"13073105";"Zingst, Ostseeheilbad";"Gemeinden";"20.776,92";"23.213,65";"25.409,28";"29.393,64"
"13073106";"Zirkow";"Gemeinden";"16.325,63";"18.390,48";"20.458,29";"23.842,48"
"13073107";"Mönchgut, Ostseebad";"Gemeinden";"17.668,08";;"22.649,54";"26.007,88"
"13074001";"Alt Meteln";"Gemeinden";"20.063,26";"22.315,03";"24.347,65";"28.127,39"
"13074002";"Bad Kleinen";"Gemeinden";"18.091,93";"20.640,92";"22.781,82";"26.655,71"
"13074003";"Barnekow";"Gemeinden";"16.934,88";"19.519,73";"21.340,15";"25.237,27"
"13074004";"Benz";"Gemeinden";"17.500,11";"19.907,65";"22.307,33";"26.182,17"
"13074005";"Bernstorf";"Gemeinden";"16.985,83";"18.840,96";"20.768,81";"24.431,27"
"13074006";"Bibow";"Gemeinden";"16.594,42";"18.858,53";"21.041,76";"24.998,98"
"13074007";"Blowatz";"Gemeinden";"16.934,98";"19.435,25";"21.551,42";"25.437,35"
"13074008";"Bobitz";"Gemeinden";"18.387,46";"21.118,88";"23.112,34";"26.984,53"
"13074009";"Boiensdorf";"Gemeinden";"17.534,92";"20.480,16";"23.084,90";"27.052,89"
"13074010";"Boltenhagen, Ostseebad";"Gemeinden";"20.126,79";"22.883,38";"25.002,10";"29.021,40"
"13074012";"Brüsewitz";"Gemeinden";"18.154,30";"20.820,26";"23.163,20";"26.870,07"
"13074013";"Carlow";"Gemeinden";"18.981,70";"21.603,76";"23.932,56";"28.090,54"
"13074014";"Cramonshagen";"Gemeinden";"19.099,90";"21.792,43";"24.439,22";"28.724,33"
"13074015";"Dalberg-Wendelstorf";"Gemeinden";"20.538,44";"23.565,87";"26.308,38";"30.077,48"
"13074016";"Damshagen";"Gemeinden";"18.174,27";"20.356,92";"22.664,79";"26.311,22"
"13074017";"Dassow, Stadt";"Gemeinden";"20.029,86";"22.521,01";"24.668,19";"28.857,47"
"13074018";"Dechow";"Gemeinden";"19.971,85";"21.673,05";"23.216,02";"27.144,15"
"13074019";"Dorf Mecklenburg";"Gemeinden";"18.514,96";"21.427,27";"23.625,40";"27.651,99"
"13074020";"Dragun";"Gemeinden";"18.250,31";"20.902,91";"23.372,89";"26.804,39"
"13074021";"Gadebusch, Stadt";"Gemeinden";"19.601,23";"21.954,20";"24.050,81";"28.034,05"
"13074022";"Gägelow";"Gemeinden";"18.882,89";"21.739,55";"24.076,13";"27.674,10"
"13074023";"Glasin";"Gemeinden";"16.640,58";"19.126,70";"20.870,42";"24.315,97"
"13074024";"Gottesgabe";"Gemeinden";"18.478,47";"21.185,06";"23.273,33";"26.791,09"
"13074025";"Grambow";"Gemeinden";"17.511,13";"20.293,35";"22.399,68";"26.535,07"
"13074026";"Grevesmühlen, Stadt";"Gemeinden";"19.052,57";"21.453,77";"23.297,44";"27.191,86"
"13074027";"Grieben";"Gemeinden";"20.051,36";"21.921,66";"22.863,51";"26.042,15"
"13074028";"Groß Molzahn";"Gemeinden";"19.433,32";"22.201,17";"24.697,31";"28.622,72"
"13074030";"Groß Stieten";"Gemeinden";"16.213,55";"18.818,27";"20.707,36";"24.751,91"
"13074031";"Hohen Viecheln";"Gemeinden";"20.601,88";"22.899,07";"25.532,32";"30.133,58"
"13074032";"Hohenkirchen";"Gemeinden";"18.242,34";"21.089,31";"23.271,87";"26.374,40"
"13074033";"Holdorf";"Gemeinden";"16.744,70";"18.760,23";"20.828,95";"24.110,57"
"13074034";"Hornstorf";"Gemeinden";"16.947,45";"19.562,86";"21.763,74";"25.360,23"
"13074035";"Insel Poel, Ostseebad";"Gemeinden";"20.261,55";"23.186,76";"25.541,32";"29.708,84"
"13074036";"Jesendorf";"Gemeinden";"16.075,32";"18.541,06";"22.251,64";"25.656,23"
"13074037";"Kalkhorst";"Gemeinden";"18.789,71";"21.389,23";"23.342,49";"27.492,34"
"13074038";"Klein Trebbow";"Gemeinden";"18.592,23";"21.651,28";"25.608,80";"29.552,36"
"13074039";"Klütz, Stadt";"Gemeinden";"18.815,19";"21.538,80";"23.370,53";"27.565,77"
"13074040";"Kneese";"Gemeinden";"16.284,43";"18.452,82";"20.309,83";"23.660,32"
"13074042";"Königsfeld";"Gemeinden";"17.921,30";"20.482,44";"22.559,33";"26.406,94"
"13074043";"Krembz";"Gemeinden";"16.691,89";"19.282,55";"21.239,49";"24.898,61"
"13074044";"Krusenhagen";"Gemeinden";"18.686,87";"21.566,84";"24.085,57";"27.756,80"
"13074046";"Lübberstorf";"Gemeinden";"17.285,10";"20.084,18";"22.094,38";"25.981,55"
"13074047";"Lübow";"Gemeinden";"18.346,69";"21.133,69";"23.302,89";"26.713,19"
"13074048";"Lübstorf";"Gemeinden";"22.282,00";"25.038,70";"27.961,84";"32.588,54"
"13074049";"Lüdersdorf";"Gemeinden";"20.386,79";"22.929,90";"25.108,33";"29.431,21"
"13074050";"Lützow";"Gemeinden";"19.768,18";"22.282,17";"24.446,11";"28.187,39"
"13074052";"Menzendorf";"Gemeinden";"14.937,47";"17.252,16";"19.297,41";"22.420,39"
"13074053";"Metelsdorf";"Gemeinden";"18.945,51";"21.753,27";"23.824,32";"27.318,15"
"13074054";"Mühlen Eichsen";"Gemeinden";"17.609,78";"20.316,34";"22.223,93";"25.787,31"
"13074056";"Neuburg";"Gemeinden";"18.541,63";"20.973,72";"23.004,30";"26.813,49"
"13074057";"Neukloster, Stadt";"Gemeinden";"18.148,85";"20.888,13";"22.764,58";"26.414,66"
"13074060";"Passee";"Gemeinden";"15.628,00";"18.305,60";"20.300,47";"23.269,86"
"13074061";"Perlin";"Gemeinden";"16.840,98";"19.389,70";"21.223,50";"25.095,23"
"13074062";"Pingelshagen";"Gemeinden";"21.675,98";"24.650,90";"27.285,68";"31.998,21"
"13074064";"Pokrent";"Gemeinden";"18.479,11";"21.485,24";"23.536,04";"27.625,45"
"13074065";"Rehna, Stadt";"Gemeinden";"17.832,41";"20.537,77";"22.819,42";"26.567,56"
"13074066";"Rieps";"Gemeinden";"18.482,86";"20.887,12";"23.398,26";"26.957,52"
"13074067";"Roduchelstorf";"Gemeinden";"17.361,27";"19.889,32";"22.102,05";"25.934,96"
"13074068";"Roggendorf";"Gemeinden";"17.577,37";"20.083,89";"22.012,27";"25.902,07"
"13074069";"Roggenstorf";"Gemeinden";"18.010,54";"20.396,62";"22.553,89";"25.914,61"
"13074070";"Rögnitz";"Gemeinden";"17.315,86";"19.795,28";"21.894,61";"25.620,40"
"13074071";"Rüting";"Gemeinden";"17.750,39";"19.825,30";"21.844,56";"25.186,29"
"13074072";"Schildetal";"Gemeinden";"17.129,30";"19.470,62";"21.787,40";"25.647,50"
"13074073";"Schlagsdorf";"Gemeinden";"17.038,43";"19.837,13";"21.754,33";"25.226,76"
"13074074";"Schönberg, Stadt";"Gemeinden";"19.377,51";"21.954,70";"23.705,61";"27.715,81"
"13074075";"Seehof";"Gemeinden";"22.420,13";"25.772,02";"28.480,52";"32.983,03"
"13074076";"Selmsdorf";"Gemeinden";"20.349,44";"22.972,30";"24.422,43";"28.156,99"
"13074077";"Testorf-Steinfort";"Gemeinden";"16.911,71";"19.442,87";"21.746,20";"25.309,66"
"13074078";"Thandorf";"Gemeinden";"20.214,60";"22.504,70";"24.763,43";"28.653,52"
"13074079";"Upahl";"Gemeinden";"17.288,50";"19.552,15";"21.837,45";"25.033,55"
"13074080";"Utecht";"Gemeinden";"17.925,32";"21.801,65";"25.215,86";"29.060,08"
"13074081";"Veelböken";"Gemeinden";"16.489,71";"18.973,27";"20.985,95";"24.296,07"
"13074082";"Ventschow";"Gemeinden";"17.179,16";"19.843,11";"21.936,45";"25.140,50"
"13074084";"Warin, Stadt";"Gemeinden";"17.645,87";"20.395,15";"22.765,17";"26.305,51"
"13074085";"Warnow";"Gemeinden";"18.197,94";"20.745,48";"22.876,33";"26.450,95"
"13074087";"Wismar, Hansestadt";"Gemeinden";"19.406,76";"21.690,48";"23.170,81";"26.815,13"
"13074088";"Zickhusen";"Gemeinden";"18.828,93";"21.286,00";"23.226,54";"27.129,77"
"13074089";"Zierow";"Gemeinden";"18.312,16";"21.267,22";"23.609,75";"27.632,90"
"13074090";"Zurow";"Gemeinden";"17.369,88";"19.716,70";"21.965,86";"25.403,40"
"13074091";"Züsow";"Gemeinden";"17.017,69";"19.653,52";"21.753,44";"24.860,11"
"13074092";"Wedendorfersee";"Gemeinden";"18.407,22";"20.676,23";"22.714,50";"26.510,74"
"13074093";"Stepenitztal";"Gemeinden";"17.735,58";"20.251,99";"21.960,34";"25.839,95"
"13074094";"Siemz-Niendorf";"Gemeinden";"18.170,40";"20.692,91";"22.801,10";"26.378,91"
"13075001";"Ahlbeck";"Gemeinden";"17.232,04";"19.385,37";"21.347,52";"25.180,97"
"13075002";"Alt Tellin";"Gemeinden";"17.162,31";"19.431,92";"21.240,06";"24.918,50"
"13075003";"Altwarp, Fischerdorf";"Gemeinden";"17.452,64";"20.181,68";"22.252,77";"26.053,34"
"13075004";"Altwigshagen";"Gemeinden";"16.184,99";"18.400,86";"21.450,90";"24.929,85"
"13075005";"Anklam, Hansestadt";"Gemeinden";"17.709,90";"20.284,32";"22.495,24";"26.018,15"
"13075006";"Bandelin";"Gemeinden";"15.568,01";"17.878,17";"19.958,58";"23.238,33"
"13075007";"Bargischow";"Gemeinden";"15.622,66";"18.261,79";"20.540,34";"23.882,46"
"13075008";"Behrenhoff";"Gemeinden";"15.455,92";"18.053,14";"19.985,29";"23.608,13"
"13075009";"Bentzin";"Gemeinden";"15.572,22";"18.062,12";"19.981,10";"23.526,85"
"13075010";"Benz";"Gemeinden";"18.563,27";"21.059,77";"22.548,02";"26.628,25"
"13075011";"Bergholz";"Gemeinden";"14.719,32";"16.889,52";"18.894,86";"22.048,94"
"13075012";"Blankensee";"Gemeinden";"16.644,90";"18.573,13";"20.762,68";"24.468,27"
"13075013";"Blesewitz";"Gemeinden";"14.849,74";"17.041,53";"19.369,55";"22.786,58"
"13075015";"Boldekow";"Gemeinden";"16.395,40";"19.141,15";"21.116,69";"24.601,55"
"13075016";"Boock";"Gemeinden";"15.657,58";"17.818,49";"20.167,53";"24.054,95"
"13075017";"Brietzig";"Gemeinden";"18.134,07";"19.652,18";"20.936,47";"24.151,98"
"13075018";"Brünzow";"Gemeinden";"17.593,56";"20.111,63";"22.388,60";"25.971,83"
"13075020";"Bugewitz";"Gemeinden";"15.807,28";"17.988,77";"19.859,22";"22.787,10"
"13075021";"Buggenhagen";"Gemeinden";"14.040,29";"15.945,26";"18.157,89";"21.181,78"
"13075022";"Butzow";"Gemeinden";"17.476,99";"20.119,55";"22.532,61";"26.037,83"
"13075023";"Daberkow";"Gemeinden";"15.508,21";"17.932,18";"20.083,30";"23.304,64"
"13075025";"Dargelin";"Gemeinden";"16.344,52";"18.932,25";"20.864,78";"24.519,04"
"13075026";"Dargen";"Gemeinden";"15.985,01";"18.072,04";"19.722,58";"22.715,89"
"13075027";"Dersekow";"Gemeinden";"16.914,72";"19.332,75";"21.408,49";"24.671,72"
"13075029";"Ducherow";"Gemeinden";"16.407,33";"19.075,01";"21.116,92";"24.244,79"
"13075031";"Eggesin, Stadt";"Gemeinden";"18.127,69";"20.756,13";"22.803,29";"26.657,73"
"13075032";"Fahrenwalde";"Gemeinden";"16.048,35";"18.155,30";"20.378,89";"23.596,48"
"13075033";"Ferdinandshof";"Gemeinden";"17.233,75";"19.792,39";"21.763,33";"25.383,15"
"13075034";"Garz";"Gemeinden";"16.940,25";"18.919,24";"19.764,46";"22.487,91"
"13075035";"Glasow";"Gemeinden";"16.662,25";"18.431,00";"19.787,03";"23.050,35"
"13075036";"Görmin";"Gemeinden";"16.276,49";"18.625,97";"20.857,41";"24.078,74"
"13075037";"Grambin";"Gemeinden";"18.360,02";"20.694,11";"22.785,43";"26.136,68"
"13075038";"Grambow";"Gemeinden";"16.904,05";"19.106,51";"21.114,51";"24.990,85"
"13075039";"Greifswald, Universitäts- und Hansestadt";"Gemeinden";"18.797,93";"21.106,16";"22.386,07";"25.907,84"
"13075040";"Gribow";"Gemeinden";"15.159,47";"17.458,33";"19.198,38";"22.264,57"
"13075041";"Groß Kiesow";"Gemeinden";"16.358,21";"18.973,22";"20.947,25";"24.464,80"
"13075042";"Groß Luckow";"Gemeinden";"16.262,26";"18.625,83";"19.784,73";"22.934,51"
"13075043";"Groß Polzin";"Gemeinden";"17.475,32";"19.972,15";"22.302,08";"25.916,34"
"13075044";"Gützkow, Stadt";"Gemeinden";"17.432,94";"20.120,55";"22.192,04";"25.756,98"
"13075045";"Hammer a.d. Uecker";"Gemeinden";"15.602,60";"17.870,23";"20.064,17";"23.306,05"
"13075046";"Hanshagen";"Gemeinden";"19.230,64";"21.913,08";"23.973,76";"27.963,75"
"13075048";"Heinrichswalde";"Gemeinden";"16.805,70";"19.560,87";"21.672,30";"25.140,90"
"13075049";"Heringsdorf, Ostseebad";"Gemeinden";"19.042,96";"21.613,10";"23.593,28";"26.947,20"
"13075050";"Hinrichshagen";"Gemeinden";"16.683,85";"19.399,96";"21.572,38";"25.142,39"
"13075051";"Hintersee";"Gemeinden";"16.940,78";"19.272,96";"21.777,44";"25.838,84"
"13075053";"Iven";"Gemeinden";"16.938,07";"19.538,24";"21.639,58";"25.327,72"
"13075054";"Jarmen, Stadt";"Gemeinden";"17.303,74";"19.682,60";"21.673,00";"25.092,44"
"13075055";"Jatznick";"Gemeinden";"16.921,81";"19.448,76";"21.671,76";"25.158,83"
"13075056";"Kamminke";"Gemeinden";"16.373,24";"18.526,31";"20.120,09";"23.395,04"
"13075058";"Karlshagen, Ostseebad";"Gemeinden";"19.608,19";"22.636,40";"24.710,77";"28.503,26"
"13075059";"Katzow";"Gemeinden";"17.776,62";"20.482,14";"22.397,97";"25.485,52"
"13075060";"Kemnitz";"Gemeinden";"17.545,78";"20.086,95";"22.288,06";"26.085,51"
"13075061";"Klein Bünzow";"Gemeinden";"15.998,96";"18.423,54";"20.503,01";"23.885,69"
"13075063";"Koblentz";"Gemeinden";"15.219,94";"17.084,66";"18.984,66";"22.163,51"
"13075065";"Korswandt";"Gemeinden";"16.803,61";"18.635,03";"20.108,72";"23.588,59"
"13075066";"Koserow, Ostseebad";"Gemeinden";"19.698,33";"22.428,79";"24.507,86";"27.916,31"
"13075067";"Krackow";"Gemeinden";"16.950,00";"19.523,52";"21.402,55";"25.211,84"
"13075068";"Krien";"Gemeinden";"17.186,11";"19.420,61";"21.339,66";"24.881,05"
"13075069";"Kröslin";"Gemeinden";"18.908,08";"21.878,44";"24.142,59";"27.971,11"
"13075070";"Kruckow";"Gemeinden";"16.189,81";"18.725,15";"20.640,79";"24.137,63"
